,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2828,Fiat Avventura MULTIJET Emotion,2018,18705,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,7710.0
2396,Hyundai i20 2015-2017 1.4 Magna ABS,2012,64000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,4250.0
5239,Audi Q5 2.0 TDI,2013,72000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,29000.0
605,Mahindra XUV500 W10 2WD,2015,73000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,12500.0
3712,Mercedes-Benz E-Class E250 CDI Launch Edition,2015,73187,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,30720.0
2572,Hyundai Creta 1.6 CRDi AT SX Plus,2016,38593,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,13230.0
4058,Land Rover Discovery Sport TD4 HSE,2016,77000,Diesel,Automatic,First,12.63 kmpl,2179 CC,147.5 bhp,5.0,35000.0
1948,Honda City 1.5 S MT,2011,49999,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,3800.0
4361,Skoda Rapid 1.5 TDI Ambition,2012,54500,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,5.0,4100.0
1018,Maruti Swift Dzire VDI Optional,2019,18592,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,8510.0
4422,Hyundai i10 Sportz,2014,90000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,2800.0
3825,Renault Scala Diesel RxL,2016,52126,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,6000.0
1024,Honda City 1.5 V MT,2012,42750,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,6330.0
1589,Mahindra Bolero ZLX,2013,63000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,5500.0
3902,Maruti 800 AC,2010,70000,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4.0,900.0
3244,Jeep Compass 2.0 Limited Option 4X4,2017,15050,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5.0,17500.0
3912,Mercedes-Benz New C-Class 220 CDI AT,2010,68782,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,12500.0
5161,Toyota Innova 2.5 ZX Diesel 7 Seater,2015,86398,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,15200.0
3109,Hyundai Creta 1.6 CRDi AT SX Plus,2017,13000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,14500.0
3262,Maruti Swift Dzire VDI,2014,75074,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,5250.0
5455,Ford Figo Petrol ZXI,2010,114703,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,1800.0
712,BMW X5 xDrive 30d Design Pure Experience 5 Seater,2015,69000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5.0,54000.0
394,Maruti Wagon R VXI BS IV,2014,17400,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,3100.0
4277,Mercedes-Benz A Class A180 CDI,2013,37000,Diesel,Automatic,First,20.0 kmpl,2143 CC,107.3 bhp,5.0,13000.0
3001,Maruti Swift Dzire VDI,2014,29000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,5750.0
3239,Maruti Dzire ZDI,2013,56454,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,4650.0
3881,Fiat Grande Punto 1.2 Dynamic,2011,25000,Petrol,Manual,Second,15.7 kmpl,1172 CC,67 bhp,5.0,1250.0
5987,Tata Tiago 1.2 Revotron XT,2017,15386,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,5110.0
3697,BMW 5 Series 520d Luxury Line,2010,46000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,16500.0
5605,Maruti Swift Dzire LDI,2015,40000,Diesel,Manual,Second,26.59 kmpl,1248 CC,74 bhp,5.0,4500.0
3873,Maruti Celerio ZXI,2015,57818,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,4300.0
4281,Renault KWID RXT,2017,4700,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,3000.0
3015,Volkswagen Polo 1.2 MPI Highline,2015,29651,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,6430.0
3320,Hyundai i10 Magna 1.2,2011,35082,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2210.0
5044,Toyota Fortuner 3.0 Diesel,2010,136000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7.0,11000.0
1655,Skoda Superb Elegance 1.8 TSI AT,2014,80000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,10750.0
3285,Hyundai Grand i10 Magna AT,2016,9000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,5450.0
348,BMW 3 Series Luxury Line,2015,30717,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5.0,25990.0
2222,Volkswagen Polo Petrol Comfortline 1.2L,2010,65000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,2400.0
5908,Nissan X-Trail SLX MT,2011,98000,Diesel,Manual,First,14.42 kmpl,1995 CC,147.6 bhp,5.0,8000.0
5815,Ford EcoSport 1.5 TDCi Titanium,2018,37160,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,9460.0
1691,Mercedes-Benz M-Class ML 350 CDI,2012,51000,Diesel,Automatic,First,11.74 kmpl,2987 CC,254.8 bhp,5.0,22250.0
5378,Maruti Swift Dzire LXi,2009,71346,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,3800.0
3780,Mahindra Xylo E4 ABS BS III,2013,167362,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,7.0,4000.0
562,Toyota Innova Crysta 2.8 GX AT,2016,100200,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,17000.0
2215,Hyundai i20 Asta 1.4 CRDi (Diesel),2009,68000,Diesel,Manual,Second,23.0 kmpl,1396 CC,90 bhp,5.0,3950.0
3638,Honda CR-V Sport,2010,67758,Petrol,Manual,First,10.8 kmpl,2354 CC,null bhp,5.0,9500.0
1318,Honda City 1.3 EXI,2002,85000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,5.0,1200.0
3230,Maruti SX4 VDI,2014,90000,Diesel,Manual,First,21.5 kmpl,1248 CC,88.8 bhp,5.0,4500.0
1895,Ford Figo Diesel EXI,2010,90000,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,1400.0
2926,Hyundai Accent GLS,2008,80000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,1900.0
925,Volkswagen Jetta 2007-2011 1.9 Highline TDI,2014,64889,Diesel,Automatic,First,15.5 kmpl,1896 CC,105 bhp,5.0,11500.0
2198,Ford Fiesta Titanium 1.5 TDCi,2013,96000,Diesel,Manual,Second,23.5 kmpl,1498 CC,90 bhp,5.0,3500.0
1732,Fiat Grande Punto 1.3 Emotion (Diesel),2011,130000,Diesel,Manual,First,20.3 kmpl,1248 CC,75 bhp,5.0,2200.0
3667,Maruti Ertiga SHVS ZDI Plus,2016,112200,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,8300.0
5857,Maruti Zen Estilo LXI BSIII,2009,63000,Petrol,Manual,Second,18.2 kmpl,998 CC,67.1 bhp,5.0,1250.0
1893,Audi A7 2011-2015 3.0 TDI Quattro,2014,60336,Diesel,Automatic,Second,14.4 kmpl,2967 CC,241.4 bhp,5.0,24940.0
2010,Volkswagen Ameo 1.2 MPI Comfortline,2017,12000,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,5400.0
4013,Mahindra XUV500 W10 2WD,2017,40000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,15900.0
4716,Toyota Etios VXD,2015,65000,Diesel,Manual,Second,23.59 kmpl,1364 CC,67.04 bhp,5.0,5000.0
3150,Maruti S Cross DDiS 320 Alpha,2015,16607,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5.0,7650.0
929,Ford EcoSport 1.5 TDCi Titanium,2015,80000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,7000.0
4594,Hyundai i20 Magna 1.2,2017,14064,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,6590.0
4520,Volkswagen Vento 1.5 TDI Highline,2016,62767,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,9750.0
5533,Hyundai Santro Xing XO eRLX Euro II,2007,72000,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,5.0,1110.0
1313,Hyundai Verna CRDi 1.4 E,2008,121097,Diesel,Manual,Second,24.0 kmpl,1396 CC,88.76 bhp,5.0,1900.0
5934,Ford Ecosport 1.5 DV5 MT Titanium,2014,57000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,5490.0
2046,Maruti SX4 Vxi BSIII,2008,62000,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,5.0,2110.0
5663,Renault KWID RXT,2016,41000,Petrol,Manual,Second,25.17 kmpl,799 CC,53.3 bhp,5.0,3250.0
1336,Audi Q7 45 TDI Quattro Technology,2016,20002,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7.0,67000.0
2578,Hyundai i10 Sportz 1.2,2011,37000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2200.0
749,Land Rover Range Rover 3.0 D,2008,55001,Diesel,Automatic,Second,0.0 kmpl,,,,26500.0
4620,Maruti SX4 ZXI MT BSIV,2010,63067,Petrol,Manual,Second,15.5 kmpl,1586 CC,103.3 bhp,5.0,2700.0
1932,Ford EcoSport 1.5 Diesel Titanium,2017,26000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,8990.0
1644,Honda Mobilio V i DTEC,2014,57000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,5750.0
1471,Volkswagen Polo 1.2 MPI Highline,2015,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,3800.0
4113,Hyundai Verna 1.6 SX VTVT,2014,45000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,6750.0
4981,Honda Jazz VX,2017,8000,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,7900.0
4832,Skoda Rapid 1.6 TDI Ambition,2012,180000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,3650.0
5806,Hyundai i10 Sportz 1.2,2015,28000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,3400.0
3812,Maruti Ertiga VDI,2012,105000,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,7.0,5900.0
2872,Maruti Wagon R Stingray VXI,2014,23840,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,3000.0
3565,Maruti Ertiga ZDI,2015,74000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,8750.0
2398,Hyundai i20 1.2 Sportz,2015,29634,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,6000.0
2465,Toyota Fortuner 3.0 Diesel,2014,171000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,16750.0
1038,Land Rover Range Rover TDV8 (Diesel),2011,55000,Diesel,Automatic,First,10.2 kmpl,4367 CC,308 bhp,7.0,67000.0
5900,Mercedes-Benz GLC 220,2017,50794,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5.0,43300.0
1022,Honda City 1.5 V MT,2009,138000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,3500.0
4734,Volkswagen Vento 1.5 TDI Highline,2011,121311,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,2900.0
243,Maruti Ertiga VDI,2013,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,6900.0
2146,Volkswagen Vento Diesel Highline,2011,80000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,4750.0
1430,Ford Endeavour 3.2 Trend AT 4X4,2018,30552,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,7.0,32439.999999999996
3815,Honda Amaze VX i-Vtech,2014,48000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,4750.0
4077,Maruti Baleno LXI - BSIII,2006,70362,Petrol,Manual,Second,15.4 kmpl,1590 CC,null bhp,5.0,1810.0
3490,Honda City i VTEC VX,2016,36891,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,10490.0
1193,Ford Figo Diesel EXI,2012,36542,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,2650.0
2235,Maruti Ritz VDi,2012,39772,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,2850.0
2822,BMW 3 Series 320d Sport Line,2018,24000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,28000.0
472,Ford Fiesta 1.6 SXI ABS Duratec,2009,80524,Petrol,Manual,Second,15.3 kmpl,1596 CC,null bhp,5.0,2500.0
106,Toyota Etios Liva 1.2 G,2014,53000,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5.0,3900.0
899,Toyota Camry Hybrid,2018,17000,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5.0,32000.0
1861,Toyota Fortuner 4x2 4 Speed AT,2012,73000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7.0,14400.0
795,Maruti Ertiga ZXI,2013,68000,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,7.0,6250.0
2137,Maruti Wagon R LXI,2012,52618,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,3200.0
1183,Maruti A-Star Vxi,2009,66149,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,2450.0
4272,Honda Accord V6 AT,2006,120000,Petrol,Automatic,Second,9.0 kmpl,2997 CC,218 bhp,5.0,2650.0
570,Honda City 1.5 V MT,2011,42086,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,3350.0
4501,Renault Lodgy 110PS RxZ 8 Seater,2016,51681,Diesel,Manual,First,19.98 kmpl,1461 CC,108.5 bhp,8.0,8430.0
1144,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,2016,35939,Petrol,Manual,First,12.3 kmpl,1796 CC,185 bhp,5.0,30420.0
5770,Mahindra XUV500 W6 2WD,2015,48000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,9450.0
4472,Maruti Wagon R VXI,2017,39867,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,4500.0
2875,Honda Amaze SX i-DTEC,2016,51806,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,5400.0
1806,Hyundai EON D Lite Plus,2013,36000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,1950.0
4451,Ford Mustang V8,2018,21290,Petrol,Automatic,First,13.0 kmpl,4951 CC,395 bhp,4.0,56800.0
2722,Volkswagen Ameo 1.5 TDI Highline,2018,31426,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5.0,7900.0
879,Maruti Swift DDiS ZDI Plus,2018,5456,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,8650.0
5382,Land Rover Range Rover 2.2L Prestige,2015,37000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,36000.0
1443,Maruti Alto K10 VXI,2016,10000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,3500.0
102,Datsun GO Plus T Petrol,2017,32851,Petrol,Manual,First,19.83 kmpl,1198 CC,67 bhp,7.0,3950.0
784,Hyundai Creta 1.6 SX,2016,21000,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5.0,10900.0
1102,Hyundai Verna CRDi SX,2012,94900,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,5350.0
4171,Hyundai Elantra CRDi SX,2013,42000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5.0,5850.0
2114,Audi A4 35 TDI Premium,2015,50000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,25000.0
894,Mahindra Scorpio LX 2.6 Turbo,2008,131000,Diesel,Manual,First,10.5 kmpl,2609 CC,120 bhp,7.0,3600.0
398,Audi A3 35 TDI Attraction,2014,79271,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5.0,16500.0
4454,Maruti Swift ZDi,2013,92000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5.0,4350.0
4605,Honda Amaze S i-Dtech,2014,61297,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,4350.0
4977,Maruti Alto K10 2010-2014 VXI,2011,81000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,2200.0
2999,Toyota Etios G,2011,37000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5.0,2800.0
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,92000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,12500.0
5982,Tata Hexa XTA,2016,39000,Diesel,Automatic,First,17.6 kmpl,2179 CC,153.86 bhp,7.0,13500.0
1918,Audi A4 2.0 TDI,2013,45330,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,13190.0
3692,Ford Fiesta 1.4 ZXi Duratec,2008,76000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5.0,1490.0
128,Honda CR-V 2.4 MT,2007,47700,Petrol,Manual,Second,10.8 kmpl,2354 CC,152 bhp,5.0,5250.0
2444,Chevrolet Beat Diesel LS,2014,55012,Diesel,Manual,Second,25.44 kmpl,936 CC,57.6 bhp,5.0,3700.0
418,Mercedes-Benz GLC 43 AMG Coupe,2018,22397,Petrol,Automatic,First,11.5 kmpl,2996 CC,367 bhp,5.0,70990.0
4781,Maruti Alto LXI,2007,52195,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,1750.0
846,Maruti Ertiga ZDI,2014,64000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,7250.0
2877,Tata Tigor 1.05 Revotorq XZ Option,2019,29279,Diesel,Manual,First,24.7 kmpl,1047 CC,69 bhp,5.0,7460.0
5350,Volkswagen Ameo 1.5 TDI Highline,2016,20000,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5.0,6750.0
3103,Nissan Micra XL,2013,45000,Petrol,Manual,First,18.44 kmpl,1198 CC,75 bhp,5.0,1750.0
621,Honda City 1.5 S MT,2009,70000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,2100.0
3954,Maruti Zen LXi - BS III,2006,67196,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5.0,1250.0
4881,Hyundai i20 Sportz 1.4 CRDi,2012,68000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,4400.0
6010,Honda Brio 1.2 VX MT,2013,33746,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,3200.0
978,Honda Civic 2010-2013 1.8 V MT,2010,38000,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,5.0,2000.0
75,Audi A6 2.0 TDI Design Edition,2014,56000,Diesel,Automatic,Second,18.53 kmpl,1968 CC,187.74 bhp,5.0,29500.0
3027,Honda City V AT,2012,37000,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5.0,6750.0
170,Honda Brio V MT,2012,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5.0,3650.0
3330,Volkswagen Vento Diesel Breeze,2013,43000,Diesel,Manual,First,20.5 kmpl,1598 CC,105 bhp,5.0,5950.0
1162,Maruti Swift Dzire AMT ZDI,2016,54897,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5.0,7300.0
1888,Volkswagen Ameo 1.5 TDI Highline AT,2017,22440,Diesel,Automatic,First,22.0 kmpl,1498 CC,108.495 bhp,5.0,8890.0
3800,Ford Endeavour Hurricane LE,2012,129000,Diesel,Automatic,First,12.8 kmpl,2953 CC,null bhp,,7000.0
878,Renault KWID 1.0 RXT Optional,2017,63262,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5.0,3250.0
113,BMW 3 Series 320d Luxury Line,2015,56087,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,20750.0
3820,Maruti Alto K10 VXI,2011,28300,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,2150.0
2203,Honda Jazz 1.2 VX i VTEC,2016,31700,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,6450.0
5736,Mahindra KUV 100 G80 K8 Dual Tone,2018,42000,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6.0,5500.0
4550,Volkswagen Vento 1.5 TDI Highline,2015,58000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,5850.0
2954,Maruti Swift VXI BSIV,2016,30000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,5000.0
3802,Hyundai Grand i10 Asta Option,2017,13000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,5150.0
1147,Maruti Vitara Brezza ZDi,2018,64456,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,10460.0
1314,BMW 5 Series 2003-2012 525d,2011,89000,Diesel,Automatic,First,16.73 kmpl,1995 CC,218 bhp,5.0,16570.0
5633,Skoda Superb Elegance 1.8 TSI AT,2011,78000,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,4500.0
1008,Maruti Omni E MPI STD BS IV,2019,11571,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8.0,3800.0
5344,Hyundai i20 Magna 1.2,2015,53000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,5500.0
427,Mini Cooper Convertible S,2014,11900,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4.0,28500.0
1399,Mahindra Ssangyong Rexton RX7,2014,65000,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7.0,10500.0
4780,Hyundai Creta 1.6 SX Option Diesel,2016,93000,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,5.0,10800.0
1153,Hyundai Santro Xing XL eRLX Euro III,2007,43206,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,990.0
1841,Mercedes-Benz A Class A180 Sport,2016,17000,Petrol,Automatic,First,15.5 kmpl,1595 CC,122 bhp,5.0,17250.0
3374,Renault Duster 110PS Diesel RxZ AMT,2016,68163,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,8900.0
875,Toyota Innova Crysta 2.8 ZX AT,2018,41736,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,19920.0
4305,Maruti Swift ZDi,2012,65060,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,4800.0
2898,Audi A4 2.0 TDI Multitronic,2014,53000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,20500.0
4374,Maruti Ciaz ZDi Plus SHVS,2016,54268,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,7670.0
3296,Honda Jazz 1.2 S i VTEC,2015,31000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,4900.0
188,Hyundai Verna 1.6 SX,2012,62000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,4600.0
2518,Maruti Swift Dzire ZDI,2012,56121,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,4250.0
3009,Tata New Safari DICOR 2.2 EX 4x4 BS IV,2012,75391,Diesel,Manual,First,13.93 kmpl,2179 CC,138 bhp,7.0,3750.0
3688,Renault Duster 85PS Diesel RxL,2014,55300,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,4750.0
3356,Nissan Terrano XL 110 PS,2015,54000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5.0,5750.0
3598,Hyundai Xcent 1.2 VTVT E Plus,2018,31000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5.0,5000.0
5875,Mercedes-Benz C-Class Progressive C 220d,2019,4000,Diesel,Automatic,First,0.0 kmpl,1950 CC,194 bhp,5.0,35000.0
4003,Jaguar XF 2.2 Litre Luxury,2018,3000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,52500.0
3023,Hyundai Verna 1.6 SX,2014,39791,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,7490.0
665,Maruti Ritz VDi,2015,65000,Diesel,Manual,Second,23.2 kmpl,1248 CC,73.94 bhp,5.0,3270.0
2303,Honda City ZX VTEC,2006,109000,Petrol,Manual,First,16.9 kmpl,1497 CC,100 bhp,5.0,1500.0
4048,Honda City 1.5 V MT,2010,80302,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,3500.0
4503,Honda City i VTEC CVT VX,2016,42666,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,8950.0
64,Tata Indica V2 eLS,2016,178000,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5.0,2500.0
692,Hyundai i10 Sportz,2011,35000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2750.0
4735,Mahindra XUV500 W10 AWD,2016,66296,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,15960.0
839,Maruti Alto Green LXi (CNG),2012,65537,CNG,Manual,First,26.83 km/kg,796 CC,38.4 bhp,5.0,2100.0
5314,Hyundai Grand i10 1.2 CRDi Sportz,2018,32663,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,6280.0
3622,Hyundai Santa Fe 4WD AT,2016,28881,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7.0,21370.0
2028,Maruti Wagon R LXI BSIII,2005,66000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5.0,1450.0
3487,Hyundai i20 Sportz Option 1.2,2016,44238,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,6720.0
4408,Maruti Wagon R LXI,2010,12000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,2450.0
4050,Toyota Corolla 1.8 J,2009,60000,Petrol,Manual,First,14.53 kmpl,1798 CC,138 bhp,5.0,2250.0
5828,Nissan Micra XV CVT,2017,54387,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,5.0,5850.0
1665,Hyundai i20 1.2 Sportz Option,2014,55804,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,4760.0
